source_interest_excel_row,source_excel_row,OPLEIDINGSEENHEIDCODE,ONDERWIJSAANBIEDER_NAAM,ERKENDEOPLEIDINGSCODE,NAAM_LANG,student_interest,evidence,source_title,source_url,strength,interest_relationship,counselor_programme_id,target_mapping_status
18820,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,building a language-processing prototype,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: building a language-processing prototype.",Kunstmatige Intelligentie — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html || https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000410,mapped
18821,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,comparing computational models of an intelligent task,"Official programme material illustrates this academic interest through a question, project, case or contingent research example: comparing computational models of an intelligent task.",Kunstmatige Intelligentie — official programme overview || official curriculum and project examples,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/kunstmatige-intelligentie.html || https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/studieprogramma/studieprogramma.html,Explicit,Illustrative or temporary topic,cp-000410,mapped
18822,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,further study in artificial intelligence,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: further study in artificial intelligence.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18823,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,postgraduate specialisation in computational intelligence,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: postgraduate specialisation in computational intelligence.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18824,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,postgraduate specialisation in computer vision,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: postgraduate specialisation in computer vision.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18825,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,postgraduate specialisation in information retrieval,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: postgraduate specialisation in information retrieval.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18826,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,postgraduate specialisation in knowledge representation,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: postgraduate specialisation in knowledge representation.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18827,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,postgraduate specialisation in machine learning,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: postgraduate specialisation in machine learning.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18828,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,working as a software engineer,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: working as a software engineer.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18829,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,AI entrepreneurship,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: AI entrepreneurship.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18830,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,working as an IT auditor,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: working as an IT auditor.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18831,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,academic research in artificial intelligence,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: academic research in artificial intelligence.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18832,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,postdoctoral technology research,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: postdoctoral technology research.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18833,425,1001O6184,Universiteit van Amsterdam,56981,Kunstmatige Intelligentie,developing intelligent software products,"Official graduate information identifies this possible professional application, career, research destination or further-study pathway: developing intelligent software products.",Kunstmatige Intelligentie — official graduate careers and further-study information,https://www.uva.nl/programmas/bachelors/kunstmatige-intelligentie/toekomstperspectief/toekomstperspectief.html,Explicit,Outcome or individual trajectory,cp-000410,mapped
18834,426,1001O5995,Universiteit van Amsterdam,56803,Taalwetenschap,linguistics,The official programme overview identifies this as a substantive programme-level academic interest: linguistics.,Taalwetenschap — official bachelor's programme overview,https://www.uva.nl/en/programmes/bachelors/linguistics/linguistics.html,Explicit,Direct programme interest,cp-000411,mapped
18835,426,1001O5995,Universiteit van Amsterdam,56803,Taalwetenschap,understanding how human language works,The official programme overview identifies this as a substantive programme-level academic interest: understanding how human language works.,Taalwetenschap — official bachelor's programme overview,https://www.uva.nl/en/programmes/bachelors/linguistics/linguistics.html,Explicit,Direct programme interest,cp-000411,mapped
18836,426,1001O5995,Universiteit van Amsterdam,56803,Taalwetenschap,the structure of language,The official programme overview identifies this as a substantive programme-level academic interest: the structure of language.,Taalwetenschap — official bachelor's programme overview,https://www.uva.nl/en/programmes/bachelors/linguistics/linguistics.html,Explicit,Direct programme interest,cp-000411,mapped
18837,426,1001O5995,Universiteit van Amsterdam,56803,Taalwetenschap,language variation,The official programme overview identifies this as a substantive programme-level academic interest: language variation.,Taalwetenschap — official bachelor's programme overview,https://www.uva.nl/en/programmes/bachelors/linguistics/linguistics.html,Explicit,Direct programme interest,cp-000411,mapped
18838,426,1001O5995,Universiteit van Amsterdam,56803,Taalwetenschap,how people acquire languages,The official programme overview identifies this as a substantive programme-level academic interest: how people acquire languages.,Taalwetenschap — official bachelor's programme overview,https://www.uva.nl/en/programmes/bachelors/linguistics/linguistics.html,Explicit,Direct programme interest,cp-000411,mapped
